sis_municipio_id,sis_estado_id,sis_municipio_ibge,sis_municipio_descricao
668,18,2200103,AGRICOLÂNDIA
669,18,2200202,"ÁGUA BRANCA"
670,18,2200251,"ALAGOINHA DO PIAUÍ"
671,18,2200277,"ALEGRETE DO PIAUÍ"
672,18,2200301,"ALTO LONGÁ"
673,18,2200400,ALTOS
674,18,2200459,"ALVORADA DO GURGUÉIA"
675,18,2200509,AMARANTE
676,18,2200608,"ANGICAL DO PIAUÍ"
677,18,2200707,"ANÍSIO DE ABREU"
678,18,2200806,"ANTÔNIO ALMEIDA"
679,18,2200905,AROAZES
680,18,2200954,"AROEIRAS DO ITAIM"
681,18,2201002,ARRAIAL
682,18,2201051,"ASSUNÇÃO DO PIAUÍ"
683,18,2201101,"AVELINO LOPES"
684,18,2201150,"BAIXA GRANDE DO RIBEIRO"
685,18,2201176,"BARRA D'ALCÂNTARA"
686,18,2201200,BARRAS
687,18,2201309,"BARREIRAS DO PIAUÍ"
688,18,2201408,"BARRO DURO"
689,18,2201507,BATALHA
690,18,2201556,"BELA VISTA DO PIAUÍ"
691,18,2201572,"BELÉM DO PIAUÍ"
692,18,2201606,BENEDITINOS
693,18,2201705,BERTOLÍNIA
694,18,2201739,"BETÂNIA DO PIAUÍ"
695,18,2201770,"BOA HORA"
696,18,2201804,BOCAINA
697,18,2201903,"BOM JESUS"
698,18,2201919,"BOM PRINCÍPIO DO PIAUÍ"
699,18,2201929,"BONFIM DO PIAUÍ"
700,18,2201945,"BOQUEIRÃO DO PIAUÍ"
701,18,2201960,BRASILEIRA
702,18,2201988,"BREJO DO PIAUÍ"
703,18,2202000,"BURITI DOS LOPES"
704,18,2202026,"BURITI DOS MONTES"
705,18,2202059,"CABECEIRAS DO PIAUÍ"
706,18,2202075,"CAJAZEIRAS DO PIAUÍ"
707,18,2202083,"CAJUEIRO DA PRAIA"
708,18,2202091,"CALDEIRÃO GRANDE DO PIAUÍ"
709,18,2202109,"CAMPINAS DO PIAUÍ"
710,18,2202117,"CAMPO ALEGRE DO FIDALGO"
711,18,2202133,"CAMPO GRANDE DO PIAUÍ"
712,18,2202174,"CAMPO LARGO DO PIAUÍ"
713,18,2202208,"CAMPO MAIOR"
714,18,2202251,CANAVIEIRA
715,18,2202307,"CANTO DO BURITI"
716,18,2202406,"CAPITÃO DE CAMPOS"
717,18,2202455,"CAPITÃO GERVÁSIO OLIVEIRA"
718,18,2202505,CARACOL
719,18,2202539,"CARAÚBAS DO PIAUÍ"
720,18,2202554,"CARIDADE DO PIAUÍ"
721,18,2202604,"CASTELO DO PIAUÍ"
722,18,2202653,CAXINGÓ
723,18,2202703,COCAL
724,18,2202711,"COCAL DE TELHA"
725,18,2202729,"COCAL DOS ALVES"
726,18,2202737,COIVARAS
727,18,2202752,"COLÔNIA DO GURGUÉIA"
728,18,2202778,"COLÔNIA DO PIAUÍ"
729,18,2202802,"CONCEIÇÃO DO CANINDÉ"
730,18,2202851,"CORONEL JOSÉ DIAS"
731,18,2202901,CORRENTE
732,18,2203008,"CRISTALÂNDIA DO PIAUÍ"
733,18,2203107,"CRISTINO CASTRO"
734,18,2203206,CURIMATÁ
735,18,2203230,CURRAIS
736,18,2203255,CURRALINHOS
737,18,2203271,"CURRAL NOVO DO PIAUÍ"
738,18,2203305,"DEMERVAL LOBÃO"
739,18,2203354,"DIRCEU ARCOVERDE"
740,18,2203404,"DOM EXPEDITO LOPES"
741,18,2203420,"DOMINGOS MOURÃO"
742,18,2203453,"DOM INOCÊNCIO"
743,18,2203503,"ELESBÃO VELOSO"
744,18,2203602,"ELISEU MARTINS"
745,18,2203701,ESPERANTINA
746,18,2203750,"FARTURA DO PIAUÍ"
747,18,2203800,"FLORES DO PIAUÍ"
748,18,2203859,"FLORESTA DO PIAUÍ"
749,18,2203909,FLORIANO
750,18,2204006,FRANCINÓPOLIS
751,18,2204105,"FRANCISCO AYRES"
752,18,2204154,"FRANCISCO MACEDO"
753,18,2204204,"FRANCISCO SANTOS"
754,18,2204303,FRONTEIRAS
755,18,2204352,GEMINIANO
756,18,2204402,GILBUÉS
757,18,2204501,GUADALUPE
758,18,2204550,GUARIBAS
759,18,2204600,"HUGO NAPOLEÃO"
760,18,2204659,"ILHA GRANDE"
761,18,2204709,INHUMA
762,18,2204808,"IPIRANGA DO PIAUÍ"
763,18,2204907,"ISAÍAS COELHO"
764,18,2205003,ITAINÓPOLIS
765,18,2205102,ITAUEIRA
766,18,2205151,"JACOBINA DO PIAUÍ"
767,18,2205201,JAICÓS
768,18,2205250,"JARDIM DO MULATO"
769,18,2205276,"JATOBÁ DO PIAUÍ"
770,18,2205300,JERUMENHA
771,18,2205359,"JOÃO COSTA"
772,18,2205409,"JOAQUIM PIRES"
773,18,2205458,"JOCA MARQUES"
774,18,2205508,"JOSÉ DE FREITAS"
775,18,2205516,"JUAZEIRO DO PIAUÍ"
776,18,2205524,"JÚLIO BORGES"
777,18,2205532,JUREMA
778,18,2205540,"LAGOINHA DO PIAUÍ"
779,18,2205557,"LAGOA ALEGRE"
780,18,2205565,"LAGOA DO BARRO DO PIAUÍ"
781,18,2205573,"LAGOA DE SÃO FRANCISCO"
782,18,2205581,"LAGOA DO PIAUÍ"
783,18,2205599,"LAGOA DO SÍTIO"
784,18,2205607,"LANDRI SALES"
785,18,2205706,"LUÍS CORREIA"
786,18,2205805,LUZILÂNDIA
787,18,2205854,MADEIRO
788,18,2205904,"MANOEL EMÍDIO"
789,18,2205953,MARCOLÂNDIA
790,18,2206001,"MARCOS PARENTE"
791,18,2206050,"MASSAPÊ DO PIAUÍ"
792,18,2206100,"MATIAS OLÍMPIO"
793,18,2206209,"MIGUEL ALVES"
794,18,2206308,"MIGUEL LEÃO"
795,18,2206357,"MILTON BRANDÃO"
796,18,2206407,"MONSENHOR GIL"
797,18,2206506,"MONSENHOR HIPÓLITO"
798,18,2206605,"MONTE ALEGRE DO PIAUÍ"
799,18,2206654,"MORRO CABEÇA NO TEMPO"
800,18,2206670,"MORRO DO CHAPÉU DO PIAUÍ"
801,18,2206696,"MURICI DOS PORTELAS"
802,18,2206704,"NAZARÉ DO PIAUÍ"
803,18,2206753,"NOSSA SENHORA DE NAZARÉ"
804,18,2206803,"NOSSA SENHORA DOS REMÉDIOS"
805,18,2206902,"NOVO ORIENTE DO PIAUÍ"
806,18,2206951,"NOVO SANTO ANTÔNIO"
807,18,2207009,OEIRAS
808,18,2207108,"OLHO D'ÁGUA DO PIAUÍ"
809,18,2207207,"PADRE MARCOS"
810,18,2207306,"PAES LANDIM"
811,18,2207355,"PAJEÚ DO PIAUÍ"
812,18,2207405,"PALMEIRA DO PIAUÍ"
813,18,2207504,PALMEIRAIS
814,18,2207553,PAQUETÁ
815,18,2207603,PARNAGUÁ
816,18,2207702,PARNAÍBA
817,18,2207751,"PASSAGEM FRANCA DO PIAUÍ"
818,18,2207777,"PATOS DO PIAUÍ"
819,18,2207793,"PAU D'ARCO DO PIAUÍ"
820,18,2207801,PAULISTANA
821,18,2207850,PAVUSSU
822,18,2207900,"PEDRO II"
823,18,2207934,"PEDRO LAURENTINO"
824,18,2207959,"NOVA SANTA RITA"
825,18,2208007,PICOS
826,18,2208106,PIMENTEIRAS
827,18,2208205,"PIO IX"
828,18,2208304,PIRACURUCA
829,18,2208403,PIRIPIRI
830,18,2208502,PORTO
831,18,2208551,"PORTO ALEGRE DO PIAUÍ"
832,18,2208601,"PRATA DO PIAUÍ"
833,18,2208650,"QUEIMADA NOVA"
834,18,2208700,"REDENÇÃO DO GURGUÉIA"
835,18,2208809,REGENERAÇÃO
836,18,2208858,"RIACHO FRIO"
837,18,2208874,"RIBEIRA DO PIAUÍ"
838,18,2208908,"RIBEIRO GONÇALVES"
839,18,2209005,"RIO GRANDE DO PIAUÍ"
840,18,2209104,"SANTA CRUZ DO PIAUÍ"
841,18,2209153,"SANTA CRUZ DOS MILAGRES"
842,18,2209203,"SANTA FILOMENA"
843,18,2209302,"SANTA LUZ"
844,18,2209351,"SANTANA DO PIAUÍ"
845,18,2209377,"SANTA ROSA DO PIAUÍ"
846,18,2209401,"SANTO ANTÔNIO DE LISBOA"
847,18,2209450,"SANTO ANTÔNIO DOS MILAGRES"
848,18,2209500,"SANTO INÁCIO DO PIAUÍ"
849,18,2209559,"SÃO BRAZ DO PIAUÍ"
850,18,2209609,"SÃO FÉLIX DO PIAUÍ"
851,18,2209658,"SÃO FRANCISCO DE ASSIS DO PIAUÍ"
852,18,2209708,"SÃO FRANCISCO DO PIAUÍ"
853,18,2209757,"SÃO GONÇALO DO GURGUÉIA"
854,18,2209807,"SÃO GONÇALO DO PIAUÍ"
855,18,2209856,"SÃO JOÃO DA CANABRAVA"
856,18,2209872,"SÃO JOÃO DA FRONTEIRA"
857,18,2209906,"SÃO JOÃO DA SERRA"
858,18,2209955,"SÃO JOÃO DA VARJOTA"
859,18,2209971,"SÃO JOÃO DO ARRAIAL"
860,18,2210003,"SÃO JOÃO DO PIAUÍ"
861,18,2210052,"SÃO JOSÉ DO DIVINO"
862,18,2210102,"SÃO JOSÉ DO PEIXE"
863,18,2210201,"SÃO JOSÉ DO PIAUÍ"
864,18,2210300,"SÃO JULIÃO"
865,18,2210359,"SÃO LOURENÇO DO PIAUÍ"
866,18,2210375,"SÃO LUIS DO PIAUÍ"
867,18,2210383,"SÃO MIGUEL DA BAIXA GRANDE"
868,18,2210391,"SÃO MIGUEL DO FIDALGO"
869,18,2210409,"SÃO MIGUEL DO TAPUIO"
870,18,2210508,"SÃO PEDRO DO PIAUÍ"
871,18,2210607,"SÃO RAIMUNDO NONATO"
872,18,2210623,"SEBASTIÃO BARROS"
873,18,2210631,"SEBASTIÃO LEAL"
874,18,2210656,"SIGEFREDO PACHECO"
875,18,2210706,SIMÕES
876,18,2210805,"SIMPLÍCIO MENDES"
877,18,2210904,"SOCORRO DO PIAUÍ"
878,18,2210938,SUSSUAPARA
879,18,2210953,"TAMBORIL DO PIAUÍ"
880,18,2210979,"TANQUE DO PIAUÍ"
881,18,2211001,TERESINA
882,18,2211100,UNIÃO
883,18,2211209,URUÇUÍ
884,18,2211308,"VALENÇA DO PIAUÍ"
885,18,2211357,"VÁRZEA BRANCA"
886,18,2211407,"VÁRZEA GRANDE"
887,18,2211506,"VERA MENDES"
888,18,2211605,"VILA NOVA DO PIAUÍ"
889,18,2211704,"WALL FERRAZ"
890,6,2300101,ABAIARA
891,6,2300150,ACARAPE
892,6,2300200,ACARAÚ
893,6,2300309,ACOPIARA
894,6,2300408,AIUABA
895,6,2300507,ALCÂNTARAS
896,6,2300606,ALTANEIRA
897,6,2300705,"ALTO SANTO"
898,6,2300754,AMONTADA
899,6,2300804,"ANTONINA DO NORTE"
900,6,2300903,APUIARÉS
901,6,2301000,AQUIRAZ
902,6,2301109,ARACATI
903,6,2301208,ARACOIABA
904,6,2301257,ARARENDÁ
905,6,2301307,ARARIPE
906,6,2301406,ARATUBA
907,6,2301505,ARNEIROZ
908,6,2301604,ASSARÉ
909,6,2301703,AURORA
910,6,2301802,BAIXIO
911,6,2301851,BANABUIÚ
912,6,2301901,BARBALHA
913,6,2301950,BARREIRA
914,6,2302008,BARRO
915,6,2302057,BARROQUINHA
916,6,2302107,BATURITÉ
917,6,2302206,BEBERIBE
918,6,2302305,"BELA CRUZ"
919,6,2302404,"BOA VIAGEM"
920,6,2302503,"BREJO SANTO"
921,6,2302602,CAMOCIM
922,6,2302701,"CAMPOS SALES"
923,6,2302800,CANINDÉ
924,6,2302909,CAPISTRANO
925,6,2303006,CARIDADE
926,6,2303105,CARIRÉ
927,6,2303204,CARIRIAÇU
928,6,2303303,CARIÚS
929,6,2303402,CARNAUBAL
930,6,2303501,CASCAVEL
931,6,2303600,CATARINA
932,6,2303659,CATUNDA
933,6,2303709,CAUCAIA
934,6,2303808,CEDRO
935,6,2303907,CHAVAL
936,6,2303931,CHORÓ
937,6,2303956,CHOROZINHO
938,6,2304004,COREAÚ
939,6,2304103,CRATEÚS
940,6,2304202,CRATO
941,6,2304236,CROATÁ
942,6,2304251,CRUZ
943,6,2304269,"DEPUTADO IRAPUAN PINHEIRO"
944,6,2304277,ERERÊ
945,6,2304285,EUSÉBIO
946,6,2304301,"FARIAS BRITO"
947,6,2304350,FORQUILHA
948,6,2304400,FORTALEZA
949,6,2304459,FORTIM
950,6,2304509,FRECHEIRINHA
951,6,2304608,"GENERAL SAMPAIO"
952,6,2304657,GRAÇA
953,6,2304707,GRANJA
954,6,2304806,GRANJEIRO
955,6,2304905,GROAÍRAS
956,6,2304954,GUAIÚBA
957,6,2305001,"GUARACIABA DO NORTE"
958,6,2305100,GUARAMIRANGA
959,6,2305209,HIDROLÂNDIA
960,6,2305233,HORIZONTE
961,6,2305266,IBARETAMA
962,6,2305308,IBIAPINA
963,6,2305332,IBICUITINGA
964,6,2305357,ICAPUÍ
965,6,2305407,ICÓ
966,6,2305506,IGUATU
967,6,2305605,INDEPENDÊNCIA
968,6,2305654,IPAPORANGA
969,6,2305704,IPAUMIRIM
970,6,2305803,IPU
971,6,2305902,IPUEIRAS
972,6,2306009,IRACEMA
973,6,2306108,IRAUÇUBA
974,6,2306207,ITAIÇABA
975,6,2306256,ITAITINGA
976,6,2306306,ITAPAGÉ
977,6,2306405,ITAPIPOCA
978,6,2306504,ITAPIÚNA
979,6,2306553,ITAREMA
980,6,2306603,ITATIRA
981,6,2306702,JAGUARETAMA
982,6,2306801,JAGUARIBARA
983,6,2306900,JAGUARIBE
984,6,2307007,JAGUARUANA
985,6,2307106,JARDIM
986,6,2307205,JATI
987,6,2307254,"JIJOCA DE JERICOACOARA"
988,6,2307304,"JUAZEIRO DO NORTE"
989,6,2307403,JUCÁS
990,6,2307502,"LAVRAS DA MANGABEIRA"
991,6,2307601,"LIMOEIRO DO NORTE"
992,6,2307635,MADALENA
993,6,2307650,MARACANAÚ
994,6,2307700,MARANGUAPE
995,6,2307809,MARCO
996,6,2307908,MARTINÓPOLE
997,6,2308005,MASSAPÊ
998,6,2308104,MAURITI
999,6,2308203,MERUOCA
1000,6,2308302,MILAGRES
1001,6,2308351,MILHÃ
1002,6,2308377,MIRAÍMA
1003,6,2308401,"MISSÃO VELHA"
1004,6,2308500,MOMBAÇA
1005,6,2308609,"MONSENHOR TABOSA"
1006,6,2308708,"MORADA NOVA"
1007,6,2308807,MORAÚJO
1008,6,2308906,MORRINHOS
1009,6,2309003,MUCAMBO
1010,6,2309102,MULUNGU
1011,6,2309201,"NOVA OLINDA"
1012,6,2309300,"NOVA RUSSAS"
1013,6,2309409,"NOVO ORIENTE"
1014,6,2309458,OCARA
1015,6,2309508,ORÓS
1016,6,2309607,PACAJUS
1017,6,2309706,PACATUBA
1018,6,2309805,PACOTI
1019,6,2309904,PACUJÁ
1020,6,2310001,PALHANO
1021,6,2310100,PALMÁCIA
1022,6,2310209,PARACURU
1023,6,2310258,PARAIPABA
1024,6,2310308,PARAMBU
1025,6,2310407,PARAMOTI
1026,6,2310506,"PEDRA BRANCA"
1027,6,2310605,PENAFORTE
1028,6,2310704,PENTECOSTE
1029,6,2310803,PEREIRO
1030,6,2310852,PINDORETAMA
1031,6,2310902,"PIQUET CARNEIRO"
1032,6,2310951,"PIRES FERREIRA"
1033,6,2311009,PORANGA
1034,6,2311108,PORTEIRAS
1035,6,2311207,POTENGI
1036,6,2311231,POTIRETAMA
1037,6,2311264,QUITERIANÓPOLIS
1038,6,2311306,QUIXADÁ
1039,6,2311355,QUIXELÔ
1040,6,2311405,QUIXERAMOBIM
1041,6,2311504,QUIXERÉ
1042,6,2311603,REDENÇÃO
1043,6,2311702,RERIUTABA
1044,6,2311801,RUSSAS
1045,6,2311900,SABOEIRO
1046,6,2311959,SALITRE
1047,6,2312007,"SANTANA DO ACARAÚ"
1048,6,2312106,"SANTANA DO CARIRI"
1049,6,2312205,"SANTA QUITÉRIA"
1050,6,2312304,"SÃO BENEDITO"
1051,6,2312403,"SÃO GONÇALO DO AMARANTE"
1052,6,2312502,"SÃO JOÃO DO JAGUARIBE"
1053,6,2312601,"SÃO LUÍS DO CURU"
1054,6,2312700,"SENADOR POMPEU"
1055,6,2312809,"SENADOR SÁ"
1056,6,2312908,SOBRAL
1057,6,2313005,SOLONÓPOLE
1058,6,2313104,"TABULEIRO DO NORTE"
1059,6,2313203,TAMBORIL
1060,6,2313252,TARRAFAS
1061,6,2313302,TAUÁ
1062,6,2313351,TEJUÇUOCA
1063,6,2313401,TIANGUÁ
1064,6,2313500,TRAIRI
1065,6,2313559,TURURU
1066,6,2313609,UBAJARA
1067,6,2313708,UMARI
1068,6,2313757,UMIRIM
1069,6,2313807,URUBURETAMA
1070,6,2313906,URUOCA
1071,6,2313955,VARJOTA
1072,6,2314003,"VÁRZEA ALEGRE"
1073,6,2314102,"VIÇOSA DO CEARÁ"
1074,20,2400109,ACARI
1075,20,2400208,AÇU
1076,20,2400307,"AFONSO BEZERRA"
1077,20,2400406,"ÁGUA NOVA"
1078,20,2400505,ALEXANDRIA
1079,20,2400604,"ALMINO AFONSO"
1080,20,2400703,"ALTO DO RODRIGUES"
1081,20,2400802,ANGICOS
1082,20,2400901,"ANTÔNIO MARTINS"
1083,20,2401008,APODI
1084,20,2401107,"AREIA BRANCA"
1085,20,2401206,ARÊS
1086,20,2401305,"AUGUSTO SEVERO"
1087,20,2401404,"BAÍA FORMOSA"
1088,20,2401453,BARAÚNA
1089,20,2401503,BARCELONA
1090,20,2401602,"BENTO FERNANDES"
1091,20,2401651,BODÓ
1092,20,2401701,"BOM JESUS"
1093,20,2401800,BREJINHO
1094,20,2401859,"CAIÇARA DO NORTE"
1095,20,2401909,"CAIÇARA DO RIO DO VENTO"
1096,20,2402006,CAICÓ
1097,20,2402105,"CAMPO REDONDO"
1098,20,2402204,CANGUARETAMA
1099,20,2402303,CARAÚBAS
1100,20,2402402,"CARNAÚBA DOS DANTAS"
1101,20,2402501,CARNAUBAIS
1102,20,2402600,CEARÁ-MIRIM
1103,20,2402709,"CERRO CORÁ"
1104,20,2402808,"CORONEL EZEQUIEL"
1105,20,2402907,"CORONEL JOÃO PESSOA"
1106,20,2403004,CRUZETA
1107,20,2403103,"CURRAIS NOVOS"
1108,20,2403202,"DOUTOR SEVERIANO"
1109,20,2403251,PARNAMIRIM
1110,20,2403301,ENCANTO
1111,20,2403400,EQUADOR
1112,20,2403509,"ESPÍRITO SANTO"
1113,20,2403608,EXTREMOZ
1114,20,2403707,"FELIPE GUERRA"
1115,20,2403756,"FERNANDO PEDROZA"
1116,20,2403806,FLORÂNIA
1117,20,2403905,"FRANCISCO DANTAS"
1118,20,2404002,"FRUTUOSO GOMES"
1119,20,2404101,GALINHOS
1120,20,2404200,GOIANINHA
1121,20,2404309,"GOVERNADOR DIX-SEPT ROSADO"
1122,20,2404408,GROSSOS
1123,20,2404507,GUAMARÉ
1124,20,2404606,"IELMO MARINHO"
1125,20,2404705,IPANGUAÇU
1126,20,2404804,IPUEIRA
1127,20,2404853,ITAJÁ
1128,20,2404903,ITAÚ
1129,20,2405009,JAÇANÃ
1130,20,2405108,JANDAÍRA
1131,20,2405207,JANDUÍS
1132,20,2405306,"JANUÁRIO CICCO"
1133,20,2405405,JAPI
1134,20,2405504,"JARDIM DE ANGICOS"
1135,20,2405603,"JARDIM DE PIRANHAS"
1136,20,2405702,"JARDIM DO SERIDÓ"
1137,20,2405801,"JOÃO CÂMARA"
1138,20,2405900,"JOÃO DIAS"
1139,20,2406007,"JOSÉ DA PENHA"
1140,20,2406106,JUCURUTU
1141,20,2406155,JUNDIÁ
1142,20,2406205,"LAGOA D'ANTA"
1143,20,2406304,"LAGOA DE PEDRAS"
1144,20,2406403,"LAGOA DE VELHOS"
1145,20,2406502,"LAGOA NOVA"
1146,20,2406601,"LAGOA SALGADA"
1147,20,2406700,LAJES
1148,20,2406809,"LAJES PINTADAS"
1149,20,2406908,LUCRÉCIA
1150,20,2407005,"LUÍS GOMES"
1151,20,2407104,MACAÍBA
1152,20,2407203,MACAU
1153,20,2407252,"MAJOR SALES"
1154,20,2407302,"MARCELINO VIEIRA"
1155,20,2407401,MARTINS
1156,20,2407500,MAXARANGUAPE
1157,20,2407609,"MESSIAS TARGINO"
1158,20,2407708,MONTANHAS
1159,20,2407807,"MONTE ALEGRE"
1160,20,2407906,"MONTE DAS GAMELEIRAS"
1161,20,2408003,MOSSORÓ
1162,20,2408102,NATAL
1163,20,2408201,"NÍSIA FLORESTA"
1164,20,2408300,"NOVA CRUZ"
1165,20,2408409,"OLHO-D'ÁGUA DO BORGES"
1166,20,2408508,"OURO BRANCO"
1167,20,2408607,PARANÁ
1168,20,2408706,PARAÚ
1169,20,2408805,PARAZINHO
1170,20,2408904,PARELHAS
1171,20,2408953,"RIO DO FOGO"
1172,20,2409100,"PASSA E FICA"
1173,20,2409209,PASSAGEM
1174,20,2409308,PATU
1175,20,2409332,"SANTA MARIA"
1176,20,2409407,"PAU DOS FERROS"
1177,20,2409506,"PEDRA GRANDE"
1178,20,2409605,"PEDRA PRETA"
1179,20,2409704,"PEDRO AVELINO"
1180,20,2409803,"PEDRO VELHO"
1181,20,2409902,PENDÊNCIAS
1182,20,2410009,PILÕES
1183,20,2410108,"POÇO BRANCO"
1184,20,2410207,PORTALEGRE
1185,20,2410256,"PORTO DO MANGUE"
1186,20,2410306,"PRESIDENTE JUSCELINO"
1187,20,2410405,PUREZA
1188,20,2410504,"RAFAEL FERNANDES"
1189,20,2410603,"RAFAEL GODEIRO"
1190,20,2410702,"RIACHO DA CRUZ"
1191,20,2410801,"RIACHO DE SANTANA"
1192,20,2410900,RIACHUELO
1193,20,2411007,"RODOLFO FERNANDES"
1194,20,2411056,TIBAU
1195,20,2411106,"RUY BARBOSA"
1196,20,2411205,"SANTA CRUZ"
1197,20,2411403,"SANTANA DO MATOS"
1198,20,2411429,"SANTANA DO SERIDÓ"
1199,20,2411502,"SANTO ANTÔNIO"
1200,20,2411601,"SÃO BENTO DO NORTE"
1201,20,2411700,"SÃO BENTO DO TRAIRÍ"
1202,20,2411809,"SÃO FERNANDO"
1203,20,2411908,"SÃO FRANCISCO DO OESTE"
1204,20,2412005,"SÃO GONÇALO DO AMARANTE"
1205,20,2412104,"SÃO JOÃO DO SABUGI"
1206,20,2412203,"SÃO JOSÉ DE MIPIBU"
1207,20,2412302,"SÃO JOSÉ DO CAMPESTRE"
1208,20,2412401,"SÃO JOSÉ DO SERIDÓ"
1209,20,2412500,"SÃO MIGUEL"
1210,20,2412559,"SÃO MIGUEL DO GOSTOSO"
1211,20,2412609,"SÃO PAULO DO POTENGI"
1212,20,2412708,"SÃO PEDRO"
1213,20,2412807,"SÃO RAFAEL"
1214,20,2412906,"SÃO TOMÉ"
1215,20,2413003,"SÃO VICENTE"
1216,20,2413102,"SENADOR ELÓI DE SOUZA"
1217,20,2413201,"SENADOR GEORGINO AVELINO"
1218,20,2413300,"SERRA DE SÃO BENTO"
1219,20,2413359,"SERRA DO MEL"
1220,20,2413409,"SERRA NEGRA DO NORTE"
1221,20,2413508,SERRINHA
1222,20,2413557,"SERRINHA DOS PINTOS"
1223,20,2413607,"SEVERIANO MELO"
1224,20,2413706,"SÍTIO NOVO"
1225,20,2413805,"TABOLEIRO GRANDE"
1226,20,2413904,TAIPU
1227,20,2414001,TANGARÁ
1228,20,2414100,"TENENTE ANANIAS"
1229,20,2414159,"TENENTE LAURENTINO CRUZ"
1230,20,2414209,"TIBAU DO SUL"
1231,20,2414308,"TIMBAÚBA DOS BATISTAS"
1232,20,2414407,TOUROS
1233,20,2414456,"TRIUNFO POTIGUAR"
1234,20,2414506,UMARIZAL
1235,20,2414605,UPANEMA
1236,20,2414704,VÁRZEA
1237,20,2414753,VENHA-VER
1238,20,2414803,"VERA CRUZ"
1239,20,2414902,VIÇOSA
1240,20,2415008,"VILA FLOR"
1241,15,2500106,"ÁGUA BRANCA"
1242,15,2500205,AGUIAR
1243,15,2500304,"ALAGOA GRANDE"
1244,15,2500403,"ALAGOA NOVA"
1245,15,2500502,ALAGOINHA
1246,15,2500536,ALCANTIL
1247,15,2500577,"ALGODÃO DE JANDAÍRA"
1248,15,2500601,ALHANDRA
1249,15,2500700,"SÃO JOÃO DO RIO DO PEIXE"
1250,15,2500734,AMPARO
1251,15,2500775,APARECIDA
1252,15,2500809,ARAÇAGI
1253,15,2500908,ARARA
1254,15,2501005,ARARUNA
1255,15,2501104,AREIA
1256,15,2501153,"AREIA DE BARAÚNAS"
1257,15,2501203,AREIAL
1258,15,2501302,AROEIRAS
1259,15,2501351,ASSUNÇÃO
1260,15,2501401,"BAÍA DA TRAIÇÃO"
1261,15,2501500,BANANEIRAS
1262,15,2501534,BARAÚNA
1263,15,2501575,"BARRA DE SANTANA"
1264,15,2501609,"BARRA DE SANTA ROSA"
1265,15,2501708,"BARRA DE SÃO MIGUEL"
1266,15,2501807,BAYEUX
1267,15,2501906,BELÉM
1268,15,2502003,"BELÉM DO BREJO DO CRUZ"
1269,15,2502052,"BERNARDINO BATISTA"
1270,15,2502102,"BOA VENTURA"
1271,15,2502151,"BOA VISTA"
1272,15,2502201,"BOM JESUS"
1273,15,2502300,"BOM SUCESSO"
1274,15,2502409,"BONITO DE SANTA FÉ"
1275,15,2502508,BOQUEIRÃO
1276,15,2502607,IGARACY
1277,15,2502706,BORBOREMA
1278,15,2502805,"BREJO DO CRUZ"
1279,15,2502904,"BREJO DOS SANTOS"
1280,15,2503001,CAAPORÃ
1281,15,2503100,CABACEIRAS
1282,15,2503209,CABEDELO
1283,15,2503308,"CACHOEIRA DOS ÍNDIOS"
1284,15,2503407,"CACIMBA DE AREIA"
1285,15,2503506,"CACIMBA DE DENTRO"
1286,15,2503555,CACIMBAS
1287,15,2503605,CAIÇARA
1288,15,2503704,CAJAZEIRAS
1289,15,2503753,CAJAZEIRINHAS
1290,15,2503803,"CALDAS BRANDÃO"
1291,15,2503902,CAMALAÚ
1292,15,2504009,"CAMPINA GRANDE"
1293,15,2504033,CAPIM
1294,15,2504074,CARAÚBAS
1295,15,2504108,CARRAPATEIRA
1296,15,2504157,CASSERENGUE
1297,15,2504207,CATINGUEIRA
1298,15,2504306,"CATOLÉ DO ROCHA"
1299,15,2504355,CATURITÉ
1300,15,2504405,CONCEIÇÃO
1301,15,2504504,CONDADO
1302,15,2504603,CONDE
1303,15,2504702,CONGO
1304,15,2504801,COREMAS
1305,15,2504850,COXIXOLA
1306,15,2504900,"CRUZ DO ESPÍRITO SANTO"
1307,15,2505006,CUBATI
1308,15,2505105,CUITÉ
1309,15,2505204,CUITEGI
1310,15,2505238,"CUITÉ DE MAMANGUAPE"
1311,15,2505279,"CURRAL DE CIMA"
1312,15,2505303,"CURRAL VELHO"
1313,15,2505352,DAMIÃO
1314,15,2505402,DESTERRO
1315,15,2505501,"VISTA SERRANA"
1316,15,2505600,DIAMANTE
1317,15,2505709,"DONA INÊS"
1318,15,2505808,"DUAS ESTRADAS"
1319,15,2505907,EMAS
1320,15,2506004,ESPERANÇA
1321,15,2506103,FAGUNDES
1322,15,2506202,"FREI MARTINHO"
1323,15,2506251,"GADO BRAVO"
1324,15,2506301,GUARABIRA
1325,15,2506400,GURINHÉM
1326,15,2506509,GURJÃO
1327,15,2506608,IBIARA
1328,15,2506707,IMACULADA
1329,15,2506806,INGÁ
1330,15,2506905,ITABAIANA
1331,15,2507002,ITAPORANGA
1332,15,2507101,ITAPOROROCA
1333,15,2507200,ITATUBA
1334,15,2507309,JACARAÚ
1335,15,2507408,JERICÓ
1336,15,2507507,"JOÃO PESSOA"
1337,15,2507606,"JUAREZ TÁVORA"
1338,15,2507705,JUAZEIRINHO
1339,15,2507804,"JUNCO DO SERIDÓ"
1340,15,2507903,JURIPIRANGA
1341,15,2508000,JURU
